bn:00000004n	صفر
bn:00013980n	دفن
bn:00013984n	قبرستان
bn:00013984n	قبرستانوں
bn:00014010n	جلن
bn:00014066n	دھماکا
bn:00014068n	پھٹنا
bn:00014095n	جھاڑی
bn:00014097n	جھاڑی
bn:00014136n	کاروبار
bn:00014136n	کاروباروں
bn:00014136n	کام
bn:00014137n	کاروبار
bn:00014138n	لائن
bn:00014138n	ملازمت
bn:00014138n	نوکری
bn:00014138n	پیشہ
bn:00014138n	کاروبار
bn:00014138n	کام
bn:00014139n	کاروبار
bn:00014139n	کام
bn:00014140n	کاروبار
bn:00014140n	کام
bn:00014141n	کاروبار
bn:00014142n	تجارت
bn:00014142n	کاروبار
bn:00014152n	تجارت
bn:00014152n	سودا
bn:00014152n	معاہدہ
bn:00014152n	کاروبار
bn:00014155n	شہر
bn:00014160n	کمپنی
bn:00014160n	گھر
bn:00014169n	دفتر
bn:00014169n	پیشہ
bn:00014175n	تاجر
bn:00014182n	بوسہ
bn:00014237n	ہدف
bn:00014238n	سگریٹ
bn:00014249n	مکھن
bn:00014334n	خریداری
bn:00014410n	سازش
bn:00014445n	کابینہ
bn:00014457n	لائن
bn:00014457n	میں
bn:00014500n	جذبہ
bn:00014500n	جنون
bn:00014512n	لاش
bn:00014512n	لاشہ
bn:00014574n	قفس
bn:00014575n	قفس
bn:00014640n	آفت
bn:00014640n	تباہی
bn:00014640n	سانحہ
bn:00014688n	حساب
bn:00014689n	حساب
bn:00014710n	ماہ
bn:00014710n	مہینا
bn:00014710n	مہینہ
bn:00014711n	ہفتہ
bn:00014731n	معیار
bn:00014743n	خلیفہ
bn:00014793n	آواز
bn:00014793n	پکار
bn:00014793n	چیخ
bn:00014793n	چیخنا
bn:00014794n	آواز
bn:00014824n	صحبت
bn:00014824n	کمپنی
bn:00014839n	پیشہ
bn:00014878n	خاموشی
bn:00014878n	پرسکون
bn:00015008n	کیمرہ
bn:00015009n	کیمرہ
bn:00015050n	مہم
bn:00015051n	تحریک
bn:00015051n	جنگ
bn:00015051n	مہم
bn:00015052n	مہم
bn:00015056n	امیدوار
bn:00015103n	میں
bn:00015205n	امکان
bn:00015205n	امیدوار
bn:00015211n	بتی
bn:00015211n	شمع
bn:00015211n	موم
bn:00015223n	بتی
bn:00015267n	کتا
bn:00015303n	توپ
bn:00015320n	کینن
bn:00015387n	سروے
bn:00015398n	ٹوپی
bn:00015399n	ٹوپی
bn:00015400n	ٹوپی
bn:00015401n	ٹوپی
bn:00015404n	چھت
bn:00015409n	صلاحیت
bn:00015410n	صلاحیت
bn:00015418n	صلاحیت
bn:00015419n	صلاحیت
bn:00015420n	صلاحیت
bn:00015496n	سرمایہ
bn:00015497n	سرمایہ
bn:00015607n	پیش
bn:00015663n	داری
bn:00015663n	سرمایہ
bn:00015720n	بکری
bn:00015749n	کپتان
bn:00015750n	کپتان
bn:00015751n	کپتان
bn:00015752n	کپتان
bn:00015752n	کپتانوں
bn:00015753n	کپتان
bn:00015767n	قیدی
bn:00015774n	قبضہ
bn:00015784n	دماغ
bn:00015784n	سر
bn:00015795n	گاڑی
bn:00015839n	کار
bn:00015914n	کارڈ
bn:00015915n	کارڈ
bn:00015916n	کارڈ
bn:00016012n	احتیاط
bn:00016012n	بھال
bn:00016013n	تشویش
bn:00016013n	خطرہ
bn:00016013n	خوف
bn:00016013n	فکر
bn:00016015n	ذمہ
bn:00016016n	خیال
bn:00016032n	غفلت
bn:00016047n	بوجھ
bn:00016205n	فرش
bn:00016205n	قالین
bn:00016214n	جوتی
bn:00016240n	گاڑی
bn:00016241n	گاڑی
bn:00016257n	اخبار
bn:00016257n	جو
bn:00016286n	عمل
bn:00016286n	کارکردگی
bn:00016291n	گاڑی
bn:00016338n	میں
bn:00016356n	مجسمہ
bn:00016360n	مجسمہ
bn:00016401n	صورت
bn:00016401n	مثال
bn:00016401n	معاملہ
bn:00016401n	کیس
bn:00016402n	صورت
bn:00016402n	معاملہ
bn:00016402n	واقعات
bn:00016403n	صورت
bn:00016403n	معاملہ
bn:00016403n	مقدمہ
bn:00016403n	کیس
bn:00016404n	صورت
bn:00016404n	معاملہ
bn:00016405n	کیس
bn:00016406n	صورت
bn:00016406n	کیس
bn:00016407n	کیس
bn:00016408n	معاملہ
bn:00016408n	کیس
bn:00016409n	معاملہ
bn:00016409n	کیس
bn:00016413n	اقسام
bn:00016413n	قسم
bn:00016413n	کردار
bn:00016426n	مثال
bn:00016448n	نقد
bn:00016478n	تابوت
bn:00016529n	شکل
bn:00016569n	محل
bn:00016606n	بلی
bn:00016652n	فہرست
bn:00016689n	آفت
bn:00016689n	تباہی
bn:00016715n	دریافت
bn:00016731n	بندی
bn:00016731n	درجہ
bn:00016733n	خاندان
bn:00016733n	درجہ
bn:00016733n	ذیل
bn:00016733n	زمرہ
bn:00016733n	طبقہ
bn:00016733n	قسم
bn:00016734n	زمرہ
bn:00016734n	قسم
bn:00016776n	کیتھولک
bn:00016808n	پھیلنا
bn:00016822n	سفید
bn:00016845n	وجہ
bn:00016850n	سبب
bn:00016850n	وجہ
bn:00016851n	سبب
bn:00016851n	وجہ
bn:00016859n	طنز
bn:00016878n	غار
bn:00016896n	گڑھا
bn:00016974n	چھت
bn:00016975n	چھت
bn:00016986n	جشن
bn:00016987n	جشن
bn:00016991n	شہرت
bn:00016993n	تیزی
bn:00017014n	مدار
bn:00017026n	خلیہ
bn:00017056n	فلم
bn:00017097n	شماری
bn:00017120n	درمیان
bn:00017120n	دل
bn:00017120n	مرکز
bn:00017120n	وسط
bn:00017121n	مرکز
bn:00017122n	مرکز
bn:00017123n	مرکز
bn:00017124n	جوہر
bn:00017124n	دل
bn:00017124n	مادہ
bn:00017124n	مرکز
bn:00017125n	مرکز
bn:00017131n	مرکز
bn:00017153n	توجہ
bn:00017168n	تبادلہ
bn:00017234n	صدی
bn:00017236n	درد
bn:00017236n	سر
bn:00017339n	سوچ
bn:00017339n	غور
bn:00017345n	تقریب
bn:00017348n	تقریب
bn:00017349n	تقریب
bn:00017362n	یقین
bn:00017363n	یقین
bn:00017395n	گردن
bn:00017395n	گلا
bn:00017483n	ذلت
bn:00017483n	غم
bn:00017487n	زنجیر
bn:00017487n	سلسلہ
bn:00017489n	زنجیر
bn:00017489n	سلسلہ
bn:00017490n	زنجیر
bn:00017515n	کرسی
bn:00017517n	صدر
bn:00017517n	چیئرمین
bn:00017557n	آگے
bn:00017562n	حریف
bn:00017583n	ایوان
bn:00017609n	میدان
bn:00017614n	عنوان
bn:00017621n	مواقع
bn:00017621n	موقع
bn:00017622n	اتفاق
bn:00017622n	قسمت
bn:00017622n	موقع
bn:00017623n	موقع
bn:00017624n	احتمال
bn:00017625n	امکان
bn:00017651n	تبدیلی
bn:00017652n	تبدیلی
bn:00017653n	تبدیلی
bn:00017656n	تبدیلی
bn:00017666n	سفر
bn:00017718n	ٹوپی
bn:00017730n	باب
bn:00017731n	باب
bn:00017732n	باب
bn:00017746n	کردار
bn:00017747n	معیار
bn:00017747n	کردار
bn:00017747n	کیفیت
bn:00017748n	کردار
bn:00017749n	حصہ
bn:00017749n	کردار
bn:00017750n	کردار
bn:00017751n	حوالہ
bn:00017751n	کردار
bn:00017758n	تصویر
bn:00017761n	خصوصیت
bn:00017762n	خصوصیت
bn:00017789n	حملہ
bn:00017790n	الزام
bn:00017793n	ذمہ
bn:00017794n	ذمہ
bn:00017803n	شرح
bn:00017819n	خیرات
bn:00017891n	جادو
bn:00017892n	جادو
bn:00017904n	چارٹ
bn:00017905n	چارٹ
bn:00017920n	تعاقب
bn:00017970n	والا
bn:00017984n	تصدیق
bn:00018038n	پنیر
bn:00018059n	شاہکار
bn:00018072n	ناخن
bn:00018105n	عناصر
bn:00018109n	توازن
bn:00018111n	گروپ
bn:00018121n	رد
bn:00018121n	عمل
bn:00018123n	کیمیا
bn:00018207n	سینہ
bn:00018207n	چھاتی
bn:00018208n	صندوق
bn:00018256n	چال
bn:00018265n	مرغی
bn:00018266n	مرغی
bn:00018319n	سربراہ
bn:00018319n	سردار
bn:00018323n	صدر
bn:00018324n	صدر
bn:00018345n	بچہ
bn:00018345n	نابالغ
bn:00018345n	نوجوان
bn:00018346n	بچہ
bn:00018350n	کھیل
bn:00018365n	بچپن
bn:00018366n	بچپن
bn:00018388n	سردی
bn:00018393n	سردی
bn:00018452n	چینی
bn:00018660n	انتخاب
bn:00018661n	انتخاب
bn:00018696n	چربی
bn:00018756n	ملازمت
bn:00018756n	کام
bn:00018818n	عیسائی
bn:00018818n	مسیحی
bn:00018828n	عیسائیت
bn:00018835n	کرسمس
bn:00018836n	کرسمس
bn:00018869n	رنگ
bn:00018913n	سلسلہ
bn:00018991n	وقوف
bn:00019003n	باپ
bn:00019032n	چھتری
bn:00019056n	داغ
bn:00019169n	حلقہ
bn:00019169n	دائرہ
bn:00019196n	گردش
bn:00019197n	گردش
bn:00019218n	حال
bn:00019218n	حالات
bn:00019218n	صورت
bn:00019219n	حالات
bn:00019220n	حالات
bn:00019220n	صورت
bn:00019220n	فکر
bn:00019222n	قسمت
bn:00019227n	سرکس
bn:00019228n	سرکس
bn:00019266n	حوالہ
bn:00019281n	شہری
bn:00019283n	عوام
bn:00019283n	قوم
bn:00019283n	لوگ
bn:00019284n	کمیٹی
bn:00019319n	شہر
bn:00019320n	شہر
bn:00019321n	شہر
bn:00019378n	جنگی
bn:00019378n	خانہ
bn:00019383n	ثقافت
bn:00019403n	دعوہ
bn:00019403n	دعوی
bn:00019404n	دعوہ
bn:00019404n	دعوی
bn:00019405n	دعوہ
bn:00019406n	دعوہ
bn:00019406n	دعوی
bn:00019407n	دعوہ
bn:00019407n	عنوان
bn:00019439n	زبان
bn:00019459n	وضاحت
bn:00019472n	جھڑپ
bn:00019475n	قبضہ
bn:00019475n	گرفت
bn:00019477n	درجہ
bn:00019478n	طبقہ
bn:00019479n	نصاب
bn:00019481n	سال
bn:00019603n	شق
bn:00019618n	ناخن
bn:00019708n	رحم
bn:00019708n	رحمت
bn:00019727n	پادری
bn:00019762n	گاہک
bn:00019763n	صارف
bn:00019763n	صارفین
bn:00019763n	گاہک
bn:00019780n	آب
bn:00019786n	عروج
bn:00019787n	عروج
bn:00019788n	عروج
bn:00019832n	جیل
bn:00019848n	اوقات
bn:00019848n	بار
bn:00019848n	وقت
bn:00019878n	بد
bn:00019887n	گھڑی
bn:00019893n	وقت
bn:00019918n	پاس
bn:00019934n	اسرار
bn:00019934n	راز
bn:00019934n	پہیلی
bn:00019944n	اپنی
bn:00019944n	میں
bn:00019951n	واقفیت
bn:00019955n	الماری
bn:00019957n	الماری
bn:00019976n	قرارداد
bn:00019978n	خون
bn:00019980n	مواد
bn:00019980n	کپڑا
bn:00019995n	دکان
bn:00020001n	بادل
bn:00020002n	بادل
bn:00020012n	بارش
bn:00020039n	حکم
bn:00020039n	معاشرہ
bn:00020039n	کلب
bn:00020041n	کلب
bn:00020042n	کلب
bn:00020058n	اشارہ
bn:00020118n	ساتھی
bn:00020119n	مینیجر
bn:00020164n	ساحل
bn:00020184n	کوٹ
bn:00020266n	مرغا
bn:00020320n	ناریل
bn:00020323n	ناریل
bn:00020352n	ضابطہ
bn:00020352n	کوڈ
bn:00020353n	کوڈ
bn:00020400n	ضرورت
bn:00020407n	نسل
bn:00020446n	ثبوت
bn:00020448n	مطالعہ
bn:00020452n	علم
bn:00020457n	عمل
bn:00020471n	آہنگی
bn:00020497n	سکہ
bn:00020509n	اتفاق
bn:00020534n	سردی
bn:00020535n	سردی
bn:00020592n	ساتھی
bn:00020602n	خیمہ
bn:00020621n	ساتھی
bn:00020625n	مجموعہ
bn:00020641n	کالج
bn:00020688n	سازش
bn:00020712n	بستی
bn:00020718n	بستی
bn:00020718n	معاہدہ
bn:00020726n	رنگ
bn:00020727n	رنگ
bn:00020728n	رنگ
bn:00020729n	رنگ
bn:00020822n	ستون
bn:00020824n	ستون
bn:00020858n	آپ
bn:00020858n	جھگڑا
bn:00020861n	زخم
bn:00020896n	لالچ
bn:00020913n	آرام
bn:00020914n	آرام
bn:00020914n	تسلی
bn:00020930n	واپسی
bn:00020933n	ملاقات
bn:00020944n	عبور
bn:00020944n	مہارت
bn:00020944n	میں
bn:00020960n	حکم
bn:00020977n	تبصرہ
bn:00020978n	تبصرہ
bn:00020979n	شپ
bn:00020980n	مبصر
bn:00020982n	تجارت
bn:00021008n	افسوس
bn:00021015n	کمیٹی
bn:00021019n	وفد
bn:00021033n	وابستگی
bn:00021034n	وعدہ
bn:00021039n	تحریر
bn:00021051n	سبز
bn:00021160n	نمک
bn:00021164n	احساس
bn:00021164n	عقل
bn:00021207n	جمہوریت
bn:00021207n	جمہوریہ
bn:00021212n	ہلچل
bn:00021213n	شور
bn:00021221n	مواصلات
bn:00021222n	مواصلات
bn:00021233n	اشتراک
bn:00021248n	آہنگی
bn:00021248n	برادری
bn:00021248n	جماعت
bn:00021248n	قوم
bn:00021249n	برادری
bn:00021250n	برادری
bn:00021279n	کثافت
bn:00021281n	ساتھی
bn:00021284n	صحبت
bn:00021284n	کمپنی
bn:00021286n	کمپنی
bn:00021287n	کمپنی
bn:00021288n	کمپنی
bn:00021289n	کمپنی
bn:00021290n	جماعت
bn:00021290n	پارٹی
bn:00021303n	مقابلہ
bn:00021303n	مماثلت
bn:00021304n	مقابلہ
bn:00021319n	رحم
bn:00021329n	معاوضہ
bn:00021337n	مقابلہ
bn:00021338n	مقابلہ
bn:00021339n	مقابلہ
bn:00021370n	پیچیدہ
bn:00021386n	پیچیدگی
bn:00021391n	تعریف
bn:00021394n	عناصر
bn:00021394n	عنصر
bn:00021394n	کار
bn:00021395n	حصہ
bn:00021396n	عناصر
bn:00021396n	عنصر
bn:00021408n	ٹکڑا
bn:00021410n	کاغذ
bn:00021457n	مجبوری
bn:00021464n	کمپیوٹر
bn:00021527n	رعایت
bn:00021547n	تصور
bn:00021549n	حمل
bn:00021550n	تصور
bn:00021551n	ایجاد
bn:00021551n	تصور
bn:00021556n	تشویش
bn:00021556n	خیال
bn:00021556n	فکر
bn:00021557n	تشویش
bn:00021558n	تشویش
bn:00021558n	درد
bn:00021558n	میں
bn:00021570n	رعایت
bn:00021584n	فیصلہ
bn:00021584n	نتیجہ
bn:00021585n	نتیجہ
bn:00021586n	نتیجہ
bn:00021587n	نتیجہ
bn:00021588n	خاتمہ
bn:00021590n	فیصلہ
bn:00021598n	آہنگی
bn:00021624n	مذمت
bn:00021625n	مذمت
bn:00021626n	لعنت
bn:00021628n	سزا
bn:00021644n	حالات
bn:00021644n	حالت
bn:00021644n	حیثیت
bn:00021644n	شرط
bn:00021644n	طرح
bn:00021644n	طور
bn:00021645n	حالات
bn:00021645n	حالت
bn:00021645n	شرط
bn:00021645n	طور
bn:00021646n	حالت
bn:00021675n	تار
bn:00021704n	خرگوش
bn:00021712n	سازش
bn:00021713n	سازش
bn:00021721n	کانفرنس
bn:00021722n	کانفرنس
bn:00021723n	کانفرنس
bn:00021742n	اعتماد
bn:00021743n	اعتماد
bn:00021751n	شکل
bn:00021753n	قید
bn:00021757n	تصدیق
bn:00021767n	تنازع
bn:00021769n	فرق
bn:00021780n	مقابلہ
bn:00021783n	مخالفت
bn:00021789n	انتشار
bn:00021804n	دار
bn:00021834n	تعریف
bn:00021852n	نمائندہ
bn:00021869n	اندازہ
bn:00021870n	اندازہ
bn:00021880n	اتحاد
bn:00021891n	جادو
bn:00021893n	چال
bn:00021901n	تعلق
bn:00021901n	رابطہ
bn:00021901n	سلسلہ
bn:00021902n	تعلق
bn:00021902n	سلسلہ
bn:00021921n	دورہ
bn:00021921n	منظر
bn:00021938n	فتح
bn:00021939n	فاتح
bn:00021940n	فتح
bn:00021945n	ضمیر
bn:00021946n	ضمیر
bn:00021947n	ضمیر
bn:00021951n	ہوش
bn:00021954n	بھرتی
bn:00021958n	اتفاق
bn:00021958n	رائے
bn:00021961n	اثر
bn:00021961n	انجام
bn:00021961n	عمل
bn:00021961n	نتائج
bn:00021961n	نتیجہ
bn:00021962n	اثر
bn:00021962n	نتیجہ
bn:00021975n	پسند
bn:00021989n	تعلق
bn:00021989n	فکر
bn:00022000n	تسلی
bn:00022006n	مضبوطی
bn:00022007n	مضبوطی
bn:00022026n	قانون
bn:00022026n	پولیس
bn:00022052n	آئین
bn:00022069n	تعمیر
bn:00022069n	ساخت
bn:00022070n	تعمیر
bn:00022071n	ساخت
bn:00022071n	ڈھانچہ
bn:00022072n	ساخت
bn:00022091n	مشاورت
bn:00022092n	حوالہ
bn:00022095n	صارفین
bn:00022107n	کھپت
bn:00022109n	استعمال
bn:00022112n	رابطہ
bn:00022113n	رابطہ
bn:00022114n	رابطہ
bn:00022115n	رابطہ
bn:00022116n	رابطہ
bn:00022117n	رابطہ
bn:00022118n	رابطہ
bn:00022136n	آلودگی
bn:00022136n	داغ
bn:00022140n	سوچ
bn:00022140n	غور
bn:00022143n	جدیدیت
bn:00022146n	توہین
bn:00022146n	نفرت
bn:00022154n	پیغام
bn:00022157n	موضوع
bn:00022163n	مقابلہ
bn:00022168n	سباق
bn:00022173n	براعظم
bn:00022174n	براعظم
bn:00022191n	عرصہ
bn:00022191n	مدت
bn:00022192n	مدت
bn:00022227n	معاہدہ
bn:00022228n	معاہدہ
bn:00022261n	تضاد
bn:00022262n	تضاد
bn:00022264n	تضاد
bn:00022269n	حصہ
bn:00022283n	ضبط
bn:00022283n	قابو
bn:00022283n	میں
bn:00022284n	میں
bn:00022285n	میں
bn:00022286n	میں
bn:00022287n	قابو
bn:00022287n	میں
bn:00022288n	ضبط
bn:00022288n	میں
bn:00022289n	میں
bn:00022301n	لاٹھی
bn:00022334n	اصول
bn:00022334n	قوانین
bn:00022334n	نمونہ
bn:00022349n	بات
bn:00022349n	چیت
bn:00022349n	گفتگو
bn:00022379n	حمل
bn:00022381n	حمل
bn:00022381n	منتقلی
bn:00022381n	و
bn:00022403n	ہنگامہ
bn:00022407n	باورچی
bn:00022526n	طرح
bn:00022556n	مرجان
bn:00022589n	تار
bn:00022606n	مہمان
bn:00022626n	مرکز
bn:00022733n	زاویہ
bn:00022733n	کونا
bn:00022733n	گوشہ
bn:00022734n	کونا
bn:00022735n	کونا
bn:00022736n	کونا
bn:00022737n	کونا
bn:00022738n	کونا
bn:00022739n	کونا
bn:00022750n	سینگ
bn:00022777n	دولت
bn:00022792n	ماتم
bn:00022841n	اصلاح
bn:00022842n	اصلاح
bn:00022861n	خط
bn:00022861n	کتابت
bn:00022865n	نگار
bn:00022991n	دنیا
bn:00022991n	کائنات
bn:00022995n	خرچ
bn:00022995n	قیمت
bn:00022995n	لاگت
bn:00022996n	قیمت
bn:00022996n	لاگت
bn:00022997n	قیمت
bn:00023028n	لباس
bn:00023072n	کپاس
bn:00023073n	کپاس
bn:00023101n	صوفہ
bn:00023134n	سمت
bn:00023134n	طرف
bn:00023134n	ہدایات
bn:00023134n	ہدایت
bn:00023139n	گننا
bn:00023140n	گننا
bn:00023152n	پابندی
bn:00023154n	مقابلہ
bn:00023155n	مقابلہ
bn:00023235n	زمین
bn:00023235n	سرزمین
bn:00023235n	ملک
bn:00023235n	ممالک
bn:00023236n	ریاست
bn:00023236n	زمین
bn:00023236n	سرزمین
bn:00023236n	طور
bn:00023236n	قوم
bn:00023236n	ملک
bn:00023236n	ممالک
bn:00023237n	ملک
bn:00023241n	وطن
bn:00023248n	علاقہ
bn:00023258n	قبضہ
bn:00023260n	نظر
bn:00023268n	جوڑا
bn:00023269n	جوڑا
bn:00023285n	راستہ
bn:00023285n	لائن
bn:00023285n	میں
bn:00023286n	راستہ
bn:00023286n	رجحان
bn:00023287n	راستہ
bn:00023288n	راہ
bn:00023295n	نصاب
bn:00023301n	عدالت
bn:00023302n	عدالت
bn:00023303n	عدالت
bn:00023310n	آنگن
bn:00023322n	ادب
bn:00023333n	چچا
bn:00023347n	ڈھکنا
bn:00023397n	بزدل
bn:00023436n	سائیکل
bn:00023496n	تجارت
bn:00023496n	پیشہ
bn:00023496n	کاروبار
bn:00023498n	تجارت
bn:00023620n	جنون
bn:00023620n	غصہ
bn:00023645n	لائن
bn:00023654n	آغاز
bn:00023658n	ذہن
bn:00023660n	خالق
bn:00023747n	رات
bn:00023758n	سر
bn:00023758n	چوٹی
bn:00023774n	عملہ
bn:00023775n	عملہ
bn:00023775n	گروہ
bn:00023807n	جرائم
bn:00023807n	جرم
bn:00023815n	قانون
bn:00023815n	مجرم
bn:00023819n	قانون
bn:00023844n	بحران
bn:00023845n	بحران
bn:00023851n	صلیب
bn:00023853n	معیار
bn:00023853n	پیمائش
bn:00023854n	معیار
bn:00023856n	نقاد
bn:00023857n	نقاد
bn:00023864n	جائزہ
bn:00023867n	تنقید
bn:00023868n	تنقید
bn:00023869n	تنقید
bn:00023931n	فصل
bn:00023946n	صلیب
bn:00023947n	صلیب
bn:00024065n	بھیڑ
bn:00024065n	ہجوم
bn:00024069n	تاج
bn:00024070n	تاج
bn:00024073n	تاج
bn:00024097n	بادشاہ
bn:00024097n	حکمران
bn:00024119n	ظلم
bn:00024120n	ظلم
bn:00024143n	کچلنا
bn:00024158n	پکار
bn:00024162n	آنسو
bn:00024341n	مجرم
bn:00024359n	ادب
bn:00024369n	ثقافت
bn:00024370n	ثقافت
bn:00024407n	بلی
bn:00024410n	کپ
bn:00024411n	کپ
bn:00024412n	کپ
bn:00024459n	وزیر
bn:00024459n	پادری
bn:00024461n	علاج
bn:00024488n	تعجب
bn:00024493n	تالا
bn:00024510n	سیل
bn:00024511n	جو
bn:00024512n	بہنا
bn:00024512n	جو
bn:00024526n	لعنت
bn:00024534n	پردہ
bn:00024541n	صحن
bn:00024586n	حراست
bn:00024591n	رسومات
bn:00024591n	رواج
bn:00024591n	عادت
bn:00024592n	رواج
bn:00024592n	روایت
bn:00024620n	فروخت
bn:00024630n	لمس
bn:00024643n	جلد
bn:00024712n	نیٹ
bn:00024724n	دور
bn:00024724n	سائیکل
bn:00024724n	گولہ
bn:00024725n	سائیکل
bn:00024726n	دور
bn:00024804n	بد
bn:00024989n	بابا
bn:00024998n	شیطان
bn:00025030n	دودھ
bn:00025080n	نقصان
bn:00025081n	نقصان
bn:00025082n	نقصان
bn:00025083n	قیمت
bn:00025084n	ظلم
bn:00025084n	غلطی
bn:00025097n	خواتین
bn:00025142n	رقص
bn:00025143n	رقص
bn:00025144n	رقص
bn:00025170n	خطرہ
bn:00025171n	خطرہ
bn:00025172n	خطرہ
bn:00025211n	ٹکڑا
bn:00025233n	اندھیرا
bn:00025233n	تاریکی
bn:00025234n	اندھیرا
bn:00025235n	اندھیرا
bn:00025235n	سایہ
bn:00025236n	اندھیرا
bn:00025236n	رات
bn:00025237n	اندھیرا
bn:00025241n	وسطی
bn:00025256n	پیارا
bn:00025293n	مایوسی
bn:00025336n	تاریخ
bn:00025337n	تاریخ
bn:00025339n	تاریخ
bn:00025364n	بیٹی
bn:00025364n	لڑکی
bn:00025417n	دن
bn:00025417n	روز
bn:00025418n	دن
bn:00025419n	دن
bn:00025419n	روز
bn:00025420n	دن
bn:00025421n	دن
bn:00025463n	جھٹکا
bn:00025464n	دھند
bn:00025524n	اندازہ
bn:00025538n	وقت
bn:00025567n	دین
bn:00025580n	قلت
bn:00025580n	کمی
bn:00025581n	کمی
bn:00025582n	موت
bn:00025583n	موت
bn:00025583n	ہلاکت
bn:00025584n	موت
bn:00025585n	موت
bn:00025586n	موت
bn:00025588n	اختتام
bn:00025588n	خاتمہ
bn:00025608n	بستر
bn:00025615n	قتل
bn:00025621n	بحث
bn:00025634n	دھول
bn:00025634n	ملبہ
bn:00025634n	گرد
bn:00025637n	قرض
bn:00025638n	قرض
